id,text_clean,label
2538,you do what all you like,ham
2539,that s y we haf to combine n c how lor,ham
2540,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school,ham
2541,hmmm how many players selected,ham
2542,they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation,ham
2543,i dont can you send it to me plus how s mode,ham
2544,aiyo please got time meh,ham
2545,package all your programs well,ham
2546,she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 her who was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women,ham
2547,so are you guys asking that i get that slippers again or its gone with last year,ham
2548,company is very good environment is terrific and food is really nice,ham
2549,text82228 get more ringtones logos and games from www txt82228 com questions info txt82228 co uk,spam
2550,honestly i ve just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,ham
2551,yup but not studying surfing lor i m in e lazy mode today,ham
2552,please sen my kind advice please come here and try,ham
2553,i m done c there,ham
2554,oh fine i ll be by tonight,ham
2555,give me some time to walk there,ham
2556,i ll reach in ard 20 mins ok,ham
2557,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop 80122300p wk sp rwm ph 08704050406,spam
2558,fuck babe what happened to you how come you never came back,ham
2559,this message is brought to you by gmw ltd and is not connected to the,spam
2560,some friends want me to drive em someplace probably take a while,ham
2561,i also thk too fast xy suggest one not me u dun wan it s ok going 2 rain leh where got gd,ham
2562,are you still getting the goods,ham
2563,and maybe some pressies,ham
2564,yeah i am so i ll leave maybe 7ish,ham
2565,k k i m also fine when will you complete the course,ham
2566,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words,ham
2567,i told her i had a dr appt next week she thinks i m gonna die i told her its just a check nothing to be worried about but she didn t listen,ham
2568,you in your room i need a few,ham
2569,i dont want to hear anything,ham
2570,hey for me there is no leave on friday wait i will ask my superior and tell you,ham
2571,ultimately tor motive tui achieve korli,ham
2572,from 5 to 2 only my work timing,ham
2573,and don t worry we ll have finished by march ish,ham
2574,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,ham
2575,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,spam
2576,your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video,spam
2577,now thats going to ruin your thesis,ham
2578,in sch but neva mind u eat 1st lor,ham
2579,hey whats up u sleeping all morning,ham
2580,erm i thought the contract ran out the4th of october,ham
2581,i dunno until when lets go learn pilates,ham
2582,u are subscribed to the best mobile content service in the uk for 3 per ten days until you send stop to 83435 helpline 08706091795,spam
2583,yup i m elaborating on the safety aspects and some other issues,ham
2584,3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs 1 50 each,spam
2585,goodmorning today i am late for 1hr,ham
2586,hi happy birthday hi hi hi hi hi hi hi,ham
2587,i will be outside office take all from there,ham
2588,if you don t respond imma assume you re still asleep and imma start calling n shit,ham
2589,aight see you in a bit,ham
2590,my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it,ham
2591,join the uk s horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nyt ec2a 3lp msg 150p,spam
2592,lol i have to take it member how i said my aunt flow didn t visit for 6 months it s cause i developed ovarian cysts bc is the only way to shrink them,ham
2593,still work going on it is very small house,ham
2594,my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here,ham
2595,tmr timin still da same wat cos i got lesson until 6,ham
2596,that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,ham
2597,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 1 50 sp tyrone,spam
2598,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans,ham
2599,got fujitsu ibm hp toshiba got a lot of model how to say,ham
2600,okie thanx,ham
2601,gosh that what a pain spose i better come then,ham
2602,as usual iam fine happy amp doing well,ham
2603,okie,ham
2604,so when you gonna get rimac access,ham
2605,im at arestaurant eating squid i will be out about 10 30 wanna dosomething or is that to late,ham
2606,you call times job today ok umma and ask them to speed up,ham
2607,hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk,ham
2608,r u sam p in eachother if we meet we can go 2 my house,ham
2609,yeah lol luckily i didn t have a starring role like you,ham
2610,hello madam how are you,ham
2611,awesome text me when you re restocked,ham
2612,as usual iam fine happy amp doing well,ham
2613,knock knock txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice t cs www tkls com age16 to stoptxtstop 1 50 week,spam
2614,yes it s all innocent fun o,ham
2615,thanks for sending this mental ability question,ham
2616,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,ham
2617,2marrow only wed at lt gt to 2 aha,ham
2618,i went to ur hon lab but no one is there,ham
2619,i cant pick the phone right now pls send a message,ham
2620,hey pple 700 or 900 for 5 nights excellent location wif breakfast hamper,ham
2621,forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min,spam
2622,how come,ham
2623,lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,ham
2624,ok lor,ham
2625,i m coming home 4 dinner,ham
2626,s da al r above lt gt,ham
2627,free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk,spam
2628,unni thank you dear for the recharge rakhesh,ham
2629,i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,ham
2630,haha they cant what at the most tmr forfeit haha so how,ham
2631,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks,ham
2632,no way i m going back there,ham
2633,urgent your mobile no 077xxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm,spam
2634,i will cal you sir in meeting,ham
2635,that s what i love to hear v see you sundayish then,ham
2636,sorry da thangam very very sorry i am held up with prasad,ham
2637,tiwary to rcb battle between bang and kochi,ham
2638,thank god they are in bed,ham
2639,no i don t have cancer moms making a big deal out of a regular checkup aka pap smear,ham
2640,am in gobi arts college,ham
2641,why she wants to talk to me,ham
2642,pandy joined 4w technologies today he got job,ham
2643,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18,spam
2644,they can try they can get lost in fact tee hee,ham
2645,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,ham
2646,my friends use to call the same,ham
2647,sorry i ll call later,ham
2648,em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing,ham
2649,it s a taxt massage tie pos argh ok lool,ham
2650,hi can i please get a lt gt dollar loan from you i ll pay you back by mid february pls,ham
2651,you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,ham
2652,do you like shaking your booty on the dance floor,ham
2653,text me when you get off don t call my phones having problems,ham
2654,no need for the drug anymore,ham
2655,sorry da i was thought of calling you lot of times lil busy i will call you at noon,ham
2656,its sarcasm nt scarcasim,ham
2657,great i have to run now so ttyl,ham
2658,feel like trying kadeem again v,ham
2659,dai lt gt naal eruku,ham
2660,not yet chikku wat abt u,ham
2661,ok,ham
2662,want to finally have lunch today,ham
2663,do you know when dad will be back,ham
2664,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,spam
2665,8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,spam
2666,he remains a bro amongst bros,ham
2667,r u meeting da ge at nite tmr,ham
2668,was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember,ham
2669,why de you looking good only,ham
2670,wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uk s largest dogging network txt park to 69696 now nyt ec2a 3lp 1 50 msg,spam
2671,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
2672,yes they replied my mail i m going to the management office later plus will in to bank later also or on wednesday,ham
2673,that s cool i ll come by like lt gt ish,ham
2674,super msg da nalla timing,ham
2675,good afternoon my boytoy how are you feeling today better i hope are you being my good boy are you my obedient slave do you please your queen,ham
2676,i am 6 ft we will be a good combination,ham
2677,i m sick i m needy i want you pouts stomps feet where are you pouts stomps feet i want my slave i want him now,ham
2678,am on a train back from northampton so i m afraid not,ham
2679,where in abj are you serving are you staying with dad or alone,ham
2680,was playng 9 doors game and gt racing on phone lol,ham
2681,new tones this week include 1 mcfly all ab 2 sara jorge shock 3 will smith switch to order follow instructions on next message,spam
2682,solve d case a man was found murdered on lt decimal gt lt gt afternoon 1 his wife called police 2 police questioned everyone 3 wife sir i was sleeping when the murder took place 4 cook i was cooking 5 gardener i was picking vegetables 6 house maid i went 2 d post office 7 children we went 2 play 8 neighbour we went 2 a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,ham
2683,i m on da bus going home,ham
2684,i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,ham
2685,i m okay chasing the dream what s good what are you doing next,ham
2686,yupz i ve oredi booked slots 4 my weekends liao,ham
2687,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,spam
2688,there r many model sony ericson also der lt gt it luks good bt i forgot modl no,ham
2689,okie,ham
2690,yes i know the cheesy songs from frosty the snowman,ham
2691,ya ok vikky vl c witin lt gt mins and il reply u,ham
2692,sports fans get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216 norm 4txt 120p,spam
2693,hey tmr meet at bugis 930,ham
2694,urgent urgent we have 800 free flights to europe to give away call b4 10th sept take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm,spam
2695,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu,ham
2696,hey sexy buns what of that day no word from you this morning on ym i think of you,ham
2697,and whenever you and i see we can still hook up too,ham
2698,nope but i m going home now then go pump petrol lor like going 2 rain soon,ham
2699,can you use foreign stamps for whatever you send them off for,ham
2700,from 88066 lost 12 help,spam
2701,oh baby of the house how come you dont have any new pictures on facebook,ham
2702,feb lt gt is i love u day send dis to all ur valued frnds evn me if 3 comes back u ll gt married d person u luv if u ignore dis u will lose ur luv 4 evr,ham
2703,hiya sorry didn t hav signal i haven t seen or heard from and neither has which is unusual in itself i ll put on the case and get him to sort it out hugs and snogs,ham
2704,omw back to tampa from west palm you hear what happened,ham
2705,yup no more already thanx 4 printing n handing it up,ham
2706,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to 83021 reply date now,spam
2707,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,ham
2708,s now only i took tablets reaction morning only,ham
2709,great new offer double mins double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt t cs,spam
2710,nah i m a perpetual dd,ham
2711,sorry de i went to shop,ham
2712,hope you enjoyed your new content text stop to 61610 to unsubscribe help 08712400602450p provided by tones2you co uk,spam
2713,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,ham
2714,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,ham
2715,nope i m not drivin i neva develop da photos lei,ham
2716,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,ham
2717,cool i am lt gt inches long hope you like them big,ham
2718,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,ham
2719,okie thanx,ham
2720,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,spam
2721,go where n buy juz buy when we get there lar,ham
2722,ok lor,ham
2723,i m working technical support voice process,ham
2724,it s justbeen overa week since we broke up and already our brains are going to mush,ham
2725,tunde how are you doing this is just wishing you a great day abiola,ham
2726,nope c then,ham
2727,no but we ll do medical missions to nigeria,ham
2728,no i am not having not any movies in my laptop,ham
2729,whatsup there dont u want to sleep,ham
2730,urgent please call 09066612661 from landline 5000 cash or a luxury 4 canary islands holiday await collection t cs sae award 20m12aq 150ppm 16,spam
2731,urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or 1000 cash await collection ppm 150 sae t cs james 28 eh74rr,spam
2732,i havent lei next mon can,ham
2733,mm feeling sleepy today itself i shall get that dear,ham
2734,how dare you stupid i wont tell anything to you hear after i wont talk to you,ham
2735,do noe if ben is going,ham
2736,can you do a mag meeting this avo at some point,ham
2737,i meant middle left or right,ham
2738,really i crashed out cuddled on my sofa,ham
2739,hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,ham
2740,i sent you the prices and do you mean the lt gt g,ham
2741,are you this much buzy,ham
2742,nothing can,ham
2743,i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 years or over,spam
2744,no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u,ham
2745,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,ham
2746,tick tick tick babe,ham
2747,r going 4 today s meeting,ham
2748,k da how many page you want,ham
2749,ya had just now onion roast,ham
2750,send his number and give reply tomorrow morning for why you said that to him like that ok,ham
2751,you said not now no problem when you can let me know,ham
2752,ok but tell me half an hr b4 u come i need 2 prepare,ham
2753,play w computer aiyah i tok 2 u lor,ham
2754,sat right okay thanks,ham
2755,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,ham
2756,ok chinese food on its way when i get fat you re paying for my lipo,ham
2757,we r outside already,ham
2758,have a good trip watch out for remember when you get back we must decide about easter,ham
2759,yo we are watching a movie on netflix,ham
2760,what time i m out until prob 3 or so,ham
2761,can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,ham
2762,i dont thnk its a wrong calling between us,ham
2763,i am not sure about night menu i know only about noon menu,ham
2764,arr birthday today i wish him to get more oscar,ham
2765,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,ham
2766,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,ham
2767,and picking them up from various points,ham
2768,married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,spam
2769,wow v v impressed have funs shopping,ham
2770,i am on the way to ur home,ham
2771,burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with coca cola and walk out a winner,spam
2772,no problem talk to you later,ham
2773,then ur sis how,ham
2774,still in customer place,ham
2775,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,spam
2776,dude u knw also telugu thts gud k gud nyt,ham
2777,we confirm eating at esplanade,ham
2778,send me your id and password,ham
2779,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,ham
2780,for ur chance to win a 250 cash every wk txt action to 80608 t s c s www movietrivia tv custcare 08712405022 1x150p wk,spam
2781,well i might not come then,ham
2782,long after i quit i get on only like 5 minutes a day as it is,ham
2783,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,ham
2784,well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you,ham
2785,just arrived see you in a couple days lt 3,ham
2786,k wat s tht incident,ham
2787,yeah get the unlimited,ham
2788,cthen i thk shd b enuff still got conclusion n contents pg n references i ll b doing da contents pg n cover pg,ham
2789,forgot it takes me 3 years to shower sorry where you at your phone dead yet,ham
2790,got wat to buy tell us then no need to come in again,ham
2791,when you are big god will bring success,ham
2792,u ve bin awarded 50 to play 4 instant cash call 08715203028 to claim every 9th player wins min 50 500 optout 08718727870,spam
2793,we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon,ham
2794,well there s still a bit left if you guys want to tonight,ham
2795,not from this campus are you in the library,ham
2796,the affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt am i ll double check and text you again tomorrow,ham
2797,how will i creep on you now,ham
2798,tell your friends what you plan to do on valentines day lt url gt,ham
2799,if i get there before you after your ten billion calls and texts so help me god,ham
2800,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng musthu,ham
2801,i ve told him that i ve returned it that should i re order it,ham
2802,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office,ham
2803,depends on where u going lor,ham
2804,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,ham
2805,freemsg fav xmas tones reply real,spam
2806,lil fever now fine,ham
2807,i think it s all still in my car,ham
2808,can a not,ham
2809,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,spam
2810,yes princess i want to catch you with my big strong hands,ham
2811,oh yeah i forgot u can only take 2 out shopping at once,ham
2812,mm so you asked me not to call radio,ham
2813,thinkin about someone is all good no drugs for that,ham
2814,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,ham
2815,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,ham
2816,alright if you re sure let me know when you re leaving,ham
2817,some are lasting as much as 2 hours you might get lucky,ham
2818,genius what s up how your brother pls send his number to my skype,ham
2819,gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p,spam
2820,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join,ham
2821,don t forget who owns you and who s private property you are and be my good boy always passionate kiss,ham
2822,interflora it s not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow,spam
2823,oh god taken the teeth is it paining,ham
2824,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,spam
2825,then u ask darren go n pick u lor but i oso sian tmr haf 2 meet lect,ham
2826,no need to buy lunch for me i eat maggi mee,ham
2827,congratulations thanks to a good friend u have won the 2 000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute bt national rate,spam
2828,ok lor,ham
2829,oh right ok i ll make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,ham
2830,wife how she knew the time of murder exactly,ham
2831,send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,spam
2832,howz that persons story,ham
2833,thanx 4 sending me home,ham
2834,its normally hot mail com you see,ham
2835,you ve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,spam
2836,u sick still can go shopping,ham
2837,ya they are well and fine bbd pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,ham
2838,nice nice how is it working,ham
2839,1 s reach home call me,ham
2840,were trying to find a chinese food place around here,ham
2841,easy mate guess the quick drink was bit ambitious,ham
2842,babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,ham
2843,ok thanx,ham
2844,aathi where are you dear,ham
2845,tunji how s the queen how are you doing this is just wishing you a great day abiola,ham
2846,today iz yellow rose day if u love my frndship give me 1 misscall amp send this to ur frndz amp see how many miss calls u get if u get 6missed u marry ur lover,ham
2847,will be out of class in a few hours sorry,ham
2848,wat time u finish ur lect today,ham
2849,free message jamster get the crazy frog sound now for poly text mad1 for real text mad2 to 88888 6 crazy sounds for just 3 gbp week 16 only t c s apply,spam
2850,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,ham
2851,your chance to be on a reality fantasy show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,spam
2852,she s fine good to hear from you how are you my dear happy new year oh,ham
2853,are you going to wipro interview today,ham
2854,how tall are you princess,ham
2855,i doubt you could handle 5 times per night in any case,ham
2856,haha hope can hear the receipt sound gd luck,ham
2857,your gonna be the death if me i m gonna leave a note that says its all robs fault avenge me,ham
2858,japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,ham
2859,today i m not workin but not free oso gee thgt u workin at ur fren s shop,ham
2860,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8,ham
2861,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,ham
2862,i want to be there so i can kiss you and feel you next to me,ham
2863,i am not at all happy with what you saying or doing,ham
2864,adult 18 content your video will be with you shortly,spam
2865,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,ham
2866,what i m saying is if you haven t explicitly told nora i know someone i m probably just not gonna bother,ham
2867,he says hi and to get your ass back to south tampa preferably at a kegger,ham
2868,smith waste da i wanna gayle,ham
2869,mum i ve sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,ham
2870,aight tomorrow around lt gt it is,ham
2871,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,ham
2872,your chance to be on a reality fantasy show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,spam
2873,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at 7 how was your night,ham
2874,see you there,ham
2875,i dont understand your message,ham
2876,crucify is c not s you should have told me earlier,ham
2877,idk you keep saying that you re not but since he moved we keep butting heads over freedom vs responsibility and i m tired i have so much other shit to deal with that i m barely keeping myself together once this gets added to it,ham
2878,fuck cedar key and fuck her come over anyway tho,ham
2879,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
2880,hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx,spam
2881,u still painting ur wall,ham
2882,last chance claim ur 150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 3 00 sub 16,spam
2883,printer is cool i mean groovy wine is groovying,ham
2884,hi harish s rent has been transfred to ur acnt,ham
2885,anything lor is she coming,ham
2886,cbe is really good nowadays lot of shop and showrooms city is shaping good,ham
2887,still attending da talks,ham
2888,no probs hon how u doinat the mo,ham
2889,k i ll take care of it,ham
2890,i take it we didn t have the phone callon friday can we assume we won t have it this year now,ham
2891,my battery is low babe,ham
2892,shuhui has bought ron s present it s a swatch watch,ham
2893,yeah there s quite a bit left i ll swing by tomorrow when i get up,ham
2894,babe you said 2 hours and it s been almost 4 is your internet down,ham
2895,k i ll be sure to get up before noon and see what s what,ham
2896,k k yesterday i was in cbe,ham
2897,went to ganesh dress shop,ham
2898,pdate now double mins and 1000 txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 on 08000839402 or call2optout yhl,spam
2899,collecting ur laptop then going to configure da settings izzit,ham
2900,if you r home then come down within 5 min,ham
2901,aight i should be there by 8 at the latest probably closer to 7 are jay and tyler down or should we just do two trips,ham
2902,come aftr lt decimal gt now i m cleaning the house,ham
2903,ur cash balance is currently 500 pounds to maximize ur cash in now send cash to 86688 only 150p msg cc 08718720201 po box 114 14 tcr w1,spam
2904,bill as in are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it,ham
2905,tell me pa how is pain de,ham
2906,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang,ham
2907,ha you don t know either i did a a clever but simple thing with pears the other day perfect for christmas,ham
2908,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,ham
2909,alrite,ham
2910,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,ham
2911,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only,spam
2912,how do you guys go to see movies on your side,ham
2913,sorry in meeting i ll call later,ham
2914,you didn t have to tell me that now i m thinking plus he s going to stop all your runs,ham
2915,kindly send some one to our flat before lt decimal gt today,ham
2916,sorry u can not unsubscribe yet the mob offer package has a min term of 54 weeks pls resubmit request after expiry reply themob help 4 more info,spam
2917,nothing lor a bit bored too then y dun u go home early 2 sleep today,ham
2918,what time should i tell my friend to be around,ham
2919,yes that will be fine love you be safe,ham
2920,thanks chikku gud nyt,ham
2921,is xy in ur car when u picking me up,ham
2922,thanx 4 the time we ve spent 2geva its bin mint ur my baby and all i want is u xxxx,ham
2923,yo any way we could pick something up tonight,ham
2924,i ve not sent it he can send me,ham
2925,fine am simply sitting,ham
2926,thts god s gift for birds as humans hav some natural gift frm god,ham
2927,are you coming to day for class,ham
2928,im done just studyn in library,ham
2929,ok u enjoy ur shows,ham
2930,anything,ham
2931,where wuld i be without my baby the thought alone mite break me and i don t wanna go crazy but everyboy needs his lady xxxxxxxx,ham
2932,wat s my dear doing sleeping ah,ham
2933,hi test on lt gt rd,ham
2934,only 2 students solved this cat question in xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt then 7 2 5 tell me the answer if u r brilliant 1thing i got d answr,ham
2935,yo do you know anyone lt gt or otherwise able to buy liquor our guy flaked and right now if we don t get a hold of somebody its just 4 loko all night,ham
2936,yup n her fren lor i m meeting my fren at 730,ham
2937,yeah we got one lined up for us,ham
2938,and stop wondering wow is she ever going to stop tm ing me because i will tm you whenever i want because you are mine laughs,ham
2939,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,ham
2940,hey i ve booked the pilates and yoga lesson already haha,ham
2941,are you ok what happen to behave like this,ham
2942,you have 1 new message please call 08712400200,spam
2943,my supervisor find 4 me one lor i thk his students i havent ask her yet tell u aft i ask her,ham
2944,hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about 3,ham
2945,no message no responce what happend,ham
2946,we currently have a message awaiting your collection to collect your message just call 08718723815,spam
2947,hey babe sorry i didn t get sooner gary can come and fix it cause he thinks he knows what it is but he doesn t go as far a ptbo and he says it will cost lt gt bucks i don t know if it might be cheaper to find someone there we don t have any second hand machines at all right now let me know what you want to do babe,ham
2948,make that 3 4 fucks sake x,ham
2949,leave it u will always be ignorant,ham
2950,nope but i ll b going 2 sch on fri quite early lor cos mys sis got paper in da morn,ham
2951,at bruce b downs amp fletcher now,ham
2952,where are you you said you would be here when i woke,ham
2953,hey now am free you can call me,ham
2954,tell me whos this pls,ham
2955,urgent your mobile was awarded a 1 500 bonus caller prize on 27 6 03 our final attempt 2 contact u call 08714714011,spam
2956,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,ham
2957,id have to check but there s only like 1 bowls worth left,ham
2958,yes there were many sweets,ham
2959,i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed,ham
2960,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,spam
2961,buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,ham
2962,sir send to group mail check it,ham
2963,i m doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages,ham
2964,none nowhere ikno doesdiscount shitinnit,ham
2965,you dont know you jabo me abi,ham
2966,do you ever notice that when you re driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,spam
